StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,consent,prolific_id,Q14,Q14_DO,Q15,Q105_1,Q105_2,Q105_3,Q105_5,Q105_DO,Q106,Q106_DO,desktop,desktop_DO,beatles,beatles_DO,se.beatles,se.beatles_DO,alcapone,alcapone_DO,se.alcapone,se.alcapone_DO,bowie,bowie_DO,se.bowie.,se.bowie._DO,spain,spain_DO,se.spain,se.spain_DO,bombay,bombay_DO,se.bombay,se.bombay_DO,grammy,grammy_DO,se.grammy,se.grammy_DO,love,love_DO,se.love,se.love_DO,trotsky,trotsky_DO,se.trotsky,se.trotsky_DO,1962,1962_DO,se.1962,se.1962_DO,led.zep,led.zep_DO,se.lep.zep,se.lep.zep_DO,grammy,grammy_DO,se.grammy,se.grammy_DO,love,love_DO,se.love,se.love_DO,trotsky,trotsky_DO,se.trotsky,se.trotsky_DO,1962,1962_DO,se.1962,se.1962_DO,led.zep,led.zep_DO,se.lep.zep,se.lep.zep_DO,beatles,beatles_DO,se.beatles,se.beatles_DO,alcapone,alcapone_DO,se.alcapone,se.alcapone_DO,bowie,bowie_DO,se.bowie.,se.bowie._DO,spain,spain_DO,se.spain,se.spain_DO,bombay,bombay_DO,se.bombay,se.bombay_DO,Q60_1,Q60_2,Q60_3,Q60_5,Q60_DO,Q58,Q58_DO,Q32,Q33,Q34,Q34_DO,Q35,Q35_DO,Q36,Q36_DO,Q38,FL_12_DO,FL_96_DO,Google_default_DO
2023-09-28 14:24:09,2023-09-28 14:39:52,0,107.139.222.96,100,942,1,2023-09-28 14:39:53,R_1DwYqWmaFQhzo3M,,,,,39.9508,-82.9329,anonymous,EN,1,1,61468ff7596b0a22cd81ce36,5,4|3|1|5|2,7,4.8,4.4,2.64,3.34,3|5|2|1,"1,3,5",5|2|1|3|4|6,2,1|2,4,4|1|7|6|2|3|5,1,4|2|3|5|1,2,6|4|2|3|5|7|1,1,5|2|1|3|4,17,21|19|20|18|23|17|22,1,5|3|4|1|2,3,5|4|3|2|1,1,4|2|3|1|5,1,3|7|4|5|2|6|1,1,4|1|2|5|3,5,7|1|5|4|3|2|6,1,2|5|3|1|4,4,2|5|7|4|3|6|1,1,2|5|4|3|1,3,5|1|3|4|2,1,4|1|3|5|2,6,7|3|5|4|2|6|1,1,2|5|1|4|3,2,6|5|4|1|2|3|7,1,1|5|3|4|2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.94,4.47,3.4,4.3,5|1|2|3,"1,3,5",2|3|4|1|6|5,1964,4,5,2|4|1|5|3,2,2|1|4|3,1,7|3|2|4|1|5|6,No,Google_default,easyfirst,google_default
2023-09-28 14:31:52,2023-09-28 14:39:52,0,75.44.69.27,100,479,1,2023-09-28 14:39:53,R_1pXWHiojl7uK4tE,,,,,32.5298,-94.7949,anonymous,EN,0.8999999761581421,1,5bca67940f10750001d75f9f,5,3|5|2|1|4,7,4.87,4.1,2.7,2.77,3|5|2|1,"1,3,5",4|5|6|2|3|1,2,2|1,4,7|5|1|4|2|6|3,1,5|4|3|2|1,2,7|6|3|2|4|5|1,1,5|3|1|4|2,17,19|17|18|21|20|23|22,1,4|3|2|1|5,3,2|1|3|5|4,1,1|3|4|5|2,3,4|1|7|6|5|3|2,1,5|2|3|4|1,5,6|1|5|4|7|3|2,1,4|2|1|5|3,4,6|1|3|2|5|7|4,1,5|2|3|4|1,3,5|4|2|1|3,1,1|2|4|3|5,4,1|6|2|5|3|7|4,1,3|5|4|2|1,2,7|2|3|5|6|4|1,1,1|5|4|2|3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3.47,2.67,2.93,5|3|2|1,"1,3,5",5|1|2|3|6|4,1988,5,4,3|1|5|4|2,2,2|1|4|3,2,3|1|7|5|2|6|4,,Google_default,easyfirst,google_default
2023-09-28 14:32:31,2023-09-28 14:39:53,0,75.235.23.240,100,441,1,2023-09-28 14:39:53,R_w6K8VxjREKKRpO9,,,,,36.1988,-86.7881,anonymous,EN,1,1,607cc53ae36a9651f1620f66,5,5|4|1|3|2,7,5,3.77,2.97,3.47,5|1|2|3,1,2|4|3|5|1|6,2,2|1,4,6|3|2|1|4|7|5,1,4|5|2|1|3,2,7|1|2|4|3|6|5,1,4|3|1|2|5,17,21|20|22|23|17|18|19,1,5|2|1|3|4,3,5|4|2|1|3,1,3|5|4|1|2,1,6|3|2|1|7|4|5,1,1|2|4|3|5,5,3|5|2|1|4|6|7,1,3|2|1|4|5,4,3|5|4|1|2|7|6,1,5|3|2|4|1,3,3|1|2|5|4,1,2|3|1|4|5,6,3|6|2|7|5|4|1,1,3|2|4|1|5,2,7|2|5|1|6|3|4,1,3|2|1|5|4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2.97,2.9,2.73,2|5|1|3,1,1|4|5|3|2|6,1991,4,2,5|1|2|4|3,1,2|4|1|3,1,2|6|4|1|7|5|3,n/a,Google_default,easyfirst,google_default
2023-09-28 14:34:50,2023-09-28 14:39:55,0,99.23.246.94,100,305,1,2023-09-28 14:39:56,R_3rSve4IS6VyCSQV,,,,,34.1765,-118.614,anonymous,EN,1,1,6334df27284fbe566f1b02be,5,1|3|2|4|5,7,4.6,1.73,1.7,2.43,1|2|3|5,1,4|5|1|6|2|3,2,1|2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4|3|5|6|7|1|2,1,3|4|5|1|2,4,5|4|2|3|7|6|1,1,5|3|4|2|1,3,1|2|4|3|5,1,3|1|4|5|2,7,6|3|2|5|1|7|4,1,4|5|1|2|3,2,7|2|6|3|5|1|4,1,1|5|2|4|3,4,6|3|7|1|5|4|2,1,5|1|2|3|4,2,3|6|1|5|4|7|2,1,1|5|2|4|3,17,19|22|23|21|20|18|17,1,3|2|1|4|5,3,4|3|5|2|1,1,2|4|3|5|1,1,3|2|4|5|6|7|1,1,1|3|4|2|5,4.53,2.2,2.23,1.97,5|3|1|2,"1,3",1|2|6|3|5|4,2000,2,4,4|5|2|3|1,1,1|2|3|4,1,4|1|7|6|3|5|2,,Bing_default,Block12.hardquestionsfirst,
2023-09-28 14:32:35,2023-09-28 14:40:10,0,72.172.199.122,100,455,1,2023-09-28 14:40:10,R_e9kkjhnqboYugE1,,,,,37.618,-91.5184,anonymous,EN,0.8999999761581421,1,5f467b0a0d1aef037515c8c9,5,1|4|2|5|3,7,3.87,1.5,1.8,2.63,1|3|2|5,"1,5",1|2|4|6|3|5,2,1|2,4,3|1|5|4|6|2|7,1,1|3|2|5|4,1,5|7|2|3|6|4|1,1,1|4|5|2|3,17,17|22|19|23|18|21|20,1,5|4|2|3|1,3,3|4|5|2|1,1,5|1|3|2|4,7,5|4|2|1|7|6|3,1,5|4|3|1|2,5,1|2|6|5|7|3|4,1,1|3|5|2|4,4,6|4|5|2|7|3|1,1,5|1|2|4|3,3,3|1|5|2|4,1,3|4|1|5|2,6,3|4|7|2|1|6|5,1,4|2|5|3|1,2,4|7|5|6|1|2|3,1,1|2|5|3|4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.93,1.6,1.57,2.5,1|2|3|5,"1,5",4|1|3|2|6|5,1982,2,3,1|3|5|4|2,1,2|3|4|1,1,3|7|2|4|6|5|1,no,Google_default,easyfirst,google_default
2023-09-28 14:29:40,2023-09-28 14:40:16,0,107.129.93.241,100,635,1,2023-09-28 14:40:16,R_1gAdKqxfQOjBsyT,,,,,37.4967,-122.2665,anonymous,EN,1,1,650072ae8de93bfe76ee318d,5,1|5|4|3|2,7,4,0,5,4,3|5|2|1,"1,2",4|1|6|3|2|5,2,1|2,4,1|4|3|7|6|2|5,1,4|2|5|1|3,2,5|4|6|7|3|2|1,1,4|5|3|1|2,17,23|20|17|22|18|21|19,1,4|2|3|1|5,3,4|5|2|3|1,1,1|2|4|5|3,1,3|5|1|2|7|4|6,1,3|4|1|2|5,5,3|7|2|4|6|5|1,1,2|1|4|3|5,4,5|1|4|3|2|6|7,1,3|1|5|4|2,3,5|3|2|4|1,1,1|4|5|2|3,2,1|4|3|5|2|7|6,4,4|3|5|1|2,2,2|4|1|6|7|3|5,4,1|5|2|4|3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,5,4,3|2|1|5,"1,2",6|3|2|5|4|1,1952,5,2,1|5|2|3|4,1,1|3|2|4,1,4|6|3|2|5|1|7,DuckDuckgo is my favorite due to privacy.  Google is my second choice.,Google_default,easyfirst,google_default
2023-09-28 14:34:46,2023-09-28 14:40:24,0,32.214.200.160,100,338,1,2023-09-28 14:40:25,R_qvZerC8Lky8FOy5,,,,,41.7041,-72.679,anonymous,EN,1,1,6400d91626a7ff50dffaadd0,5,4|1|5|3|2,7,3.57,1.2,0.47,2.6,2|1|3|5,"1,6",5|1|4|2|3|6,2,2|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5|3|2|6|7|1|4,1,3|5|2|1|4,4,4|7|3|2|6|5|1,1,4|1|3|5|2,3,1|2|4|3|5,1,1|4|2|5|3,5,7|4|6|3|1|2|5,1,3|1|5|2|4,2,2|1|7|3|4|6|5,1,2|4|5|3|1,4,1|5|2|6|4|7|3,1,2|3|1|5|4,2,1|3|7|2|6|4|5,1,1|2|4|3|5,17,21|23|18|19|22|20|17,1,3|4|2|5|1,3,3|5|1|2|4,1,4|5|3|1|2,1,2|3|6|1|7|5|4,1,5|4|1|2|3,4.57,1.5,0.2,1.37,5|3|1|2,"1,6",3|5|2|4|1|6,1997,4,5,4|1|5|3|2,1,3|2|1|4,1,2|1|7|4|5|3|6,None,Bing_default,Block12.hardquestionsfirst,
2023-09-28 14:29:55,2023-09-28 14:40:28,0,174.212.102.201,100,632,1,2023-09-28 14:40:29,R_2co6pPLIJ5epDZp,,,,,36.1769,-86.7339,anonymous,EN,0.8999999761581421,1,63841b0a77166c22d8b325f5,5,4|1|3|5|2,7,0.77,0.47,5,0.5,3|1|5|2,2,2|3|1|4|6|5,2,2|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5|1|7|4|6|3|2,2,4|1|2|5|3,4,5|1|7|4|6|2|3,2,2|3|1|4|5,3,1|3|4|5|2,2,5|3|2|4|1,7,1|3|7|4|2|6|5,2,3|2|4|1|5,2,6|7|5|4|3|1|2,2,1|4|2|5|3,4,7|5|2|6|4|1|3,2,5|2|4|3|1,1,2|4|7|3|1|6|5,"2,4",4|5|3|1|2,17,17|20|21|18|19|23|22,2,3|2|1|4|5,3,2|3|4|1|5,2,1|5|3|4|2,1,3|4|7|6|5|1|2,2,1|3|2|5|4,0.57,3.43,4.83,0.23,3|2|5|1,2,2|6|5|3|1|4,1958,4,1,2|1|3|4|5,2,2|4|3|1,1,5|6|2|7|3|1|4,I agree that I stuck to the search engine assigned by default with just one exception which was for Al Capone.  I enjoyed this study.,Bing_default,Block12.hardquestionsfirst,
2023-09-28 14:28:58,2023-09-28 14:40:33,0,172.56.217.2,100,694,1,2023-09-28 14:40:34,R_1f1peFy5C4Q2WPg,,,,,39.9528,-75.1646,anonymous,EN,1,1,62989737409d018c733483c1,5,3|1|5|4|2,7,5,1,5,4,1|5|2|3,"1,2",1|5|3|4|2|6,2,1|2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1|2|6|7|5|4|3,1,2|4|5|1|3,4,7|1|3|4|6|2|5,1,3|1|2|4|5,3,2|1|3|4|5,1,1|2|4|5|3,7,6|2|3|4|7|1|5,1,1|5|2|4|3,2,4|1|2|3|5|6|7,1,2|1|5|4|3,4,4|5|3|7|6|1|2,1,4|1|5|2|3,2,4|2|3|5|6|1|7,1,1|3|5|2|4,17,22|20|19|18|21|23|17,1,3|1|4|2|5,3,2|3|5|1|4,1,4|3|5|2|1,1,4|2|7|6|3|5|1,1,2|5|1|3|4,5,1,5,3,3|5|2|1,"1,2",1|3|2|6|4|5,1988,4,3,4|3|1|5|2,1,1|4|3|2,2,4|2|1|3|5|7|6,,Bing_default,Block12.hardquestionsfirst,
2023-09-28 14:33:28,2023-09-28 14:40:39,0,174.192.136.71,100,430,1,2023-09-28 14:40:39,R_Re1LajhINnRG945,,,,,43.1166,-87.9904,anonymous,EN,0.8999999761581421,1,60fded771d362f0624a42a38,5,4|2|1|3|5,7,4.37,2.64,2.34,2.4,2|3|1|5,"1,3",2|6|3|4|5|1,2,1|2,4,1|2|7|5|6|3|4,1,5|4|3|2|1,2,6|1|4|5|2|7|3,1,4|1|3|5|2,17,18|17|23|21|22|19|20,1,2|1|3|4|5,3,4|2|5|1|3,1,5|2|4|1|3,7,5|2|3|6|1|7|4,1,5|2|4|3|1,5,3|7|6|2|4|5|1,1,1|5|4|3|2,4,3|1|7|2|5|4|6,1,1|3|5|2|4,3,1|3|5|4|2,1,5|3|4|1|2,2,6|5|4|3|1|7|2,1,4|1|3|2|5,2,6|7|5|2|4|3|1,1,3|4|1|5|2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.47,2.77,2,2.6,5|1|3|2,"1,3",1|2|6|3|5|4,1993,4,5,2|1|3|5|4,1,2|1|3|4,1,5|3|2|6|1|4|7,Nope,Google_default,easyfirst,google_default
2023-09-28 14:15:36,2023-09-28 14:40:39,0,50.123.21.15,100,1502,1,2023-09-28 14:40:39,R_2SBRClIrD17J83N,,,,,35.1063,-114.5925,anonymous,EN,1,1,63bf745cc01669a110ec48ba,5,5|1|3|2|4,7,5,5,5,5,1|2|5|3,"1,2,3",4|1|2|5|3|6,2,2|1,4,5|6|3|2|1|4|7,2,5|4|1|2|3,2,4|6|3|7|5|1|2,2,2|1|4|3|5,17,18|20|22|19|17|21|23,2,2|3|4|5|1,3,1|5|2|3|4,2,4|5|2|1|3,1,2|5|4|7|3|6|1,2,4|2|3|1|5,5,4|3|6|2|5|1|7,2,5|3|1|4|2,4,4|7|5|6|2|3|1,2,5|4|3|2|1,3,1|4|5|3|2,2,5|2|1|4|3,2,4|6|2|5|1|7|3,2,5|2|4|3|1,2,2|4|6|3|7|5|1,2,4|2|3|1|5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5|2|3|1,"1,2,3",2|6|5|3|1|4,1984,3,4,2|3|5|1|4,2,2|3|1|4,1,1|6|7|2|5|4|3,"Yes, I intend to stick with the search engine assigned by default because it is my opinion that all search engines are the same. Therefore, it matters not whether I pick this one or that. I might as well save my time. Not to sound snotty or snarky. Thank you! Have a nice day. ",Bing_default,easyfirst,
2023-09-28 14:23:02,2023-09-28 14:40:41,0,50.158.11.181,100,1058,1,2023-09-28 14:40:41,R_AzHsHyPJ5Xs2Jjz,,,,,36.175,-115.1372,anonymous,EN,1,1,5be769f53b047e0001a39b01,5,5|1|4|3|2,7,5,3.57,4.4,4.3,1|2|5|3,"1,2",1|2|4|5|6|3,2,2|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2|6|4|5|1|7|3,1,3|4|1|5|2,4,2|5|3|7|1|4|6,2,3|1|2|5|4,3,1|5|2|3|4,2,4|2|3|1|5,6,6|7|2|3|1|5|4,1,1|5|4|3|2,2,3|4|6|7|2|5|1,2,4|2|5|3|1,4,5|2|4|1|3|7|6,2,4|3|2|1|5,2,5|3|1|7|4|2|6,1,4|3|5|1|2,17,19|23|21|18|17|20|22,2,2|3|5|1|4,1,1|2|4|3|5,1,3|5|4|1|2,1,4|5|1|6|3|7|2,1,2|4|3|1|5,5,3.57,4.4,3.87,5|2|1|3,"1,2",1|4|5|6|3|2,1959,1,4,3|4|5|2|1,2,4|3|2|1,1,6|3|5|4|2|1|7,I have always preferred Google and sometimes use DuckDuckGo.  I think we just get used to using certain search engines.,Bing_default,Block12.hardquestionsfirst,
2023-09-28 14:32:48,2023-09-28 14:40:51,0,76.21.230.103,100,483,1,2023-09-28 14:40:52,R_2DLEJEicCs2cQrW,,,,,38.3467,-81.6359,anonymous,EN,0.8999999761581421,1,5b6194251f52240001679001,5,1|3|4|5|2,7,3.4,2.17,3.8,0.5,1|2|5|3,"1,2,3",6|2|1|5|3|4,2,1|2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3|6|2|4|7|1|5,1,3|1|4|5|2,4,7|4|2|3|1|6|5,1,5|3|2|1|4,3,5|3|1|2|4,1,2|3|1|4|5,2,6|7|3|2|4|5|1,1,2|3|5|1|4,2,2|3|6|4|7|5|1,1,1|5|4|3|2,4,6|5|1|7|4|2|3,1,1|5|4|2|3,1,4|1|5|7|6|2|3,1,5|4|3|1|2,17,19|21|20|23|17|18|22,1,4|1|2|5|3,3,4|1|3|5|2,1,2|1|3|4|5,1,5|2|4|3|1|6|7,1,2|3|4|1|5,3.67,3.23,4.23,0.73,5|1|3|2,"1,2,3",5|4|1|6|3|2,1990,3,3,5|3|4|1|2,1,2|3|4|1,1,6|1|7|4|3|5|2,No.,Google_default,Block12.hardquestionsfirst,google_default
2023-09-28 14:36:32,2023-09-28 14:40:55,0,172.59.8.39,100,263,1,2023-09-28 14:40:56,R_2fCddZXaekn7Plx,,,,,41.185,-73.2,anonymous,EN,1,1,570e6b4fc9e604000f020a6f,5,5|3|1|4|2,7,5,0.63,1.81,0.58,1|5|2|3,"1,2",2|3|1|5|4|6,2,1|2,4,3|7|1|2|4|6|5,2,4|3|1|2|5,2,7|4|2|5|3|1|6,2,4|2|3|5|1,17,18|23|20|19|22|21|17,2,2|1|5|3|4,3,1|2|3|4|5,2,4|2|1|3|5,1,4|3|6|1|5|2|7,2,1|4|5|2|3,5,7|4|2|6|1|3|5,2,4|3|5|2|1,4,5|1|4|6|3|2|7,2,5|4|2|3|1,3,4|3|1|2|5,2,4|3|1|5|2,2,4|7|3|2|5|1|6,2,5|4|2|3|1,2,2|7|6|1|5|3|4,2,3|4|5|1|2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0.93,3.16,0.27,2|5|1|3,"1,2",6|4|5|2|1|3,1997,4,4,3|4|2|1|5,1,3|4|2|1,1,1|2|7|6|3|5|4,"I guess actually that after that task, I have also used Bing in the past 3 months technically. In case thst was attention check!",Bing_default,easyfirst,
2023-09-28 14:34:19,2023-09-28 14:41:02,0,35.135.129.202,100,402,1,2023-09-28 14:41:02,R_30nR0AL8PBRw1MU,,,,,32.3849,-86.2404,anonymous,EN,0.8999999761581421,1,5e0a2f6377f8652c6fc3f887,5,3|1|5|2|4,7,4.23,0.6,2.63,0.6,3|5|2|1,1,3|5|2|6|1|4,2,2|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4|2|7|3|1|6|5,1,3|5|1|4|2,4,2|7|6|1|5|4|3,1,4|3|2|5|1,3,3|5|4|2|1,1,4|2|5|3|1,2,4|1|7|5|6|3|2,1,5|1|3|4|2,2,1|6|4|7|2|5|3,1,3|5|1|4|2,4,7|6|4|3|5|2|1,1,4|1|3|5|2,2,2|6|1|4|5|7|3,1,1|2|4|3|5,17,19|23|21|17|18|20|22,1,2|5|4|1|3,3,5|1|2|4|3,1,4|5|2|3|1,1,5|6|2|3|4|1|7,1,4|2|3|1|5,4.27,1.5,2.63,1.3,5|3|1|2,1,3|5|6|4|1|2,1992,3,4,4|5|3|2|1,2,4|1|2|3,1,5|7|2|4|3|1|6,I definitely stuck with google,Google_default,Block12.hardquestionsfirst,google_default
2023-09-28 14:32:50,2023-09-28 14:41:08,0,172.58.126.59,100,498,1,2023-09-28 14:41:09,R_1JUQ4iq3r5Q63uH,,,,,42.3327,-83.0495,anonymous,EN,1,1,617378aeffbba11d8971051c,5,4|5|2|3|1,7,4.8,4,4.37,4,2|5|1|3,1,1|4|3|2|6|5,2,2|1,4,7|6|2|5|1|3|4,2,2|3|1|5|4,2,5|1|6|7|4|2|3,2,4|3|1|2|5,17,23|21|17|22|18|19|20,2,5|3|2|1|4,3,5|2|3|1|4,2,3|5|1|4|2,1,1|3|4|7|5|6|2,2,3|4|2|5|1,5,1|4|5|6|2|3|7,2,2|4|5|3|1,4,3|6|1|4|2|7|5,2,2|4|5|3|1,3,3|2|1|4|5,2,1|2|3|5|4,2,2|3|4|1|7|5|6,2,4|5|2|3|1,2,1|3|6|4|2|7|5,2,2|5|4|1|3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8,4.47,4.7,4,1|5|3|2,"1,3",5|6|2|3|1|4,1982,3,5,1|5|4|2|3,2,4|2|1|3,1,6|3|2|1|7|5|4,,Bing_default,easyfirst,
2023-09-28 14:32:47,2023-09-28 14:41:09,0,66.241.184.46,100,501,1,2023-09-28 14:41:09,R_31hm9eFLTXHPlBX,,,,,42.2318,-97.0126,anonymous,EN,1,1,627f545e8a0e3e39f7d2663a,5,2|4|3|5|1,7,5,3,0,3,1|3|5|2,"1,3,4,5",3|5|6|2|1|4,2,2|1,4,6|1|2|7|4|5|3,1,5|3|4|2|1,2,2|7|4|5|3|6|1,1,3|2|1|5|4,17,21|23|17|22|19|20|18,1,4|2|3|1|5,3,2|3|1|4|5,1,2|1|4|3|5,1,2|5|1|3|6|7|4,1,5|2|3|1|4,5,2|7|5|1|6|4|3,1,1|3|5|4|2,4,3|1|7|6|4|2|5,1,2|3|4|5|1,3,5|4|1|3|2,1,1|2|5|4|3,4,4|6|3|7|5|2|1,1,1|2|5|4|3,2,1|5|4|3|7|6|2,1,2|3|5|1|4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8,2.6,0.5,2.67,1|5|2|3,"1,3,4,5",5|4|2|3|1|6,2001,3,3,5|1|2|3|4,2,4|3|1|2,1,4|2|1|6|7|5|3,,Google_default,easyfirst,google_default
2023-09-28 14:35:38,2023-09-28 14:41:20,0,68.6.64.175,100,342,1,2023-09-28 14:41:21,R_3CPKslJKvHdhcKm,,,,,34.4265,-119.8631,anonymous,EN,1,1,5f3b4854ac7ac783ce22070e,5,2|5|1|3|4,7,4.87,1.67,2.9,2.7,5|3|1|2,1,2|5|1|6|4|3,2,2|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6|2|3|4|5|7|1,1,2|5|4|3|1,4,2|7|5|6|1|3|4,1,2|1|3|5|4,3,2|5|1|4|3,1,3|4|2|5|1,2,5|3|7|4|6|2|1,1,3|1|2|5|4,2,2|1|3|5|7|6|4,1,4|3|5|2|1,4,6|7|4|2|3|5|1,1,3|5|1|2|4,2,1|5|7|3|6|2|4,1,3|2|4|5|1,17,22|17|19|20|23|18|21,1,5|1|2|3|4,3,1|2|4|5|3,1,2|5|3|4|1,1,1|6|3|5|4|2|7,1,4|2|3|5|1,5,1.47,2.93,2.53,2|5|3|1,1,6|4|5|2|3|1,1992,4,5,4|5|2|1|3,2,3|4|2|1,1,3|5|1|4|6|7|2,im a google loyalist!,Google_default,Block12.hardquestionsfirst,google_default
2023-09-28 14:20:32,2023-09-28 14:41:23,0,71.114.154.195,100,1251,1,2023-09-28 14:41:24,R_xAigUctzglb7zrj,,,,,40.2995,-76.5868,anonymous,EN,0.8999999761581421,1,558a035bfdf99b2d75651378,5,2|4|5|3|1,7,5,2.98,0.75,4.02,5|2|1|3,"1,6",6|1|2|4|3|5,2,1|2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3|6|4|1|7|2|5,1,2|3|5|4|1,4,6|7|3|2|5|1|4,1,4|5|3|2|1,3,4|3|2|5|1,1,2|5|1|4|3,4,5|7|4|6|1|3|2,2,3|5|4|1|2,2,1|4|5|7|3|2|6,1,1|2|5|3|4,4,4|5|2|1|7|6|3,1,4|1|3|5|2,2,3|7|5|6|4|2|1,1,2|3|1|4|5,17,21|23|19|17|20|18|22,1,1|5|4|2|3,3,4|2|3|5|1,1,3|4|1|5|2,1,1|7|4|3|6|5|2,1,5|1|2|3|4,5,2.92,1.22,3.02,2|1|5|3,"1,6",1|6|5|4|3|2,1975,2,3,2|5|3|4|1,2,3|2|4|1,1,6|2|3|1|4|5|7,"Just that google is my number 1 choice and what I normally use to search. ",Google_default,Block12.hardquestionsfirst,google_default
2023-09-28 14:35:43,2023-09-28 14:41:25,0,75.109.89.239,100,342,1,2023-09-28 14:41:26,R_2fdDnYnnJyfwmxH,,,,,38.375,-81.8313,anonymous,EN,1,1,587305bbdb3e720001e231cf,5,3|2|4|1|5,7,5,2,5,3,1|2|5|3,"1,2",2|4|3|6|5|1,2,1|2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2|4|6|7|1|5|3,1,4|1|2|5|3,4,2|7|6|1|5|3|4,1,4|2|5|3|1,3,3|4|2|1|5,1,3|1|4|5|2,2,7|4|1|3|2|5|6,1,5|4|1|2|3,2,1|4|6|5|2|7|3,1,1|3|2|5|4,4,6|2|7|4|1|3|5,1,1|5|3|4|2,2,5|4|3|1|7|6|2,1,4|2|3|5|1,17,22|17|18|23|20|19|21,1,4|5|2|1|3,3,1|5|3|4|2,1,1|3|5|2|4,1,5|1|3|2|7|6|4,1,5|1|3|4|2,5,2,5,3,2|3|5|1,"1,2",4|3|6|2|1|5,1996,2,5,1|5|2|3|4,1,2|3|4|1,1,3|1|2|5|6|4|7,No.,Google_default,Block12.hardquestionsfirst,google_default
2023-09-28 14:25:37,2023-09-28 14:41:35,0,173.187.94.215,100,958,1,2023-09-28 14:41:36,R_1K0zFLCB0o6HPCe,,,,,35.2277,-92.3573,anonymous,EN,0.8999999761581421,1,63daca8ae542ff8f19d3099a,5,4|1|3|2|5,7,5,5,5,5,2|1|5|3,"1,3,5",2|1|6|4|5|3,2,1|2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1|6|5|2|3|7|4,1,1|2|3|4|5,4,4|2|6|7|5|3|1,1,4|5|2|3|1,3,2|5|4|3|1,1,4|2|5|1|3,2,6|2|4|3|7|5|1,1,2|4|3|5|1,2,6|1|3|4|7|5|2,1,2|5|1|4|3,4,6|1|3|4|2|7|5,1,2|3|4|5|1,2,7|2|1|5|4|3|6,1,1|2|3|5|4,17,18|22|19|17|23|21|20,1,3|5|4|2|1,3,1|3|5|2|4,1,1|2|4|3|5,1,4|2|3|7|6|1|5,1,3|2|5|1|4,5,5,5,5,1|3|5|2,"1,3,5",5|1|4|6|3|2,1957,4,2,2|3|4|5|1,1,3|4|1|2,1,2|3|1|6|5|4|7,,Google_default,Block12.hardquestionsfirst,google_default
