StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,consent,prolific_id,Q14,Q14_DO,Q15,Q105_1,Q105_2,Q105_3,Q105_5,Q105_DO,Q106,Q106_DO,desktop,desktop_DO,beatles,beatles_DO,se.beatles,se.beatles_DO,alcapone,alcapone_DO,se.alcapone,se.alcapone_DO,bowie,bowie_DO,se.bowie.,se.bowie._DO,spain,spain_DO,se.spain,se.spain_DO,bombay,bombay_DO,se.bombay,se.bombay_DO,grammy,grammy_DO,se.grammy,se.grammy_DO,love,love_DO,se.love,se.love_DO,trotsky,trotsky_DO,se.trotsky,se.trotsky_DO,1962,1962_DO,se.1962,se.1962_DO,led.zep,led.zep_DO,se.lep.zep,se.lep.zep_DO,grammy,grammy_DO,se.grammy,se.grammy_DO,love,love_DO,se.love,se.love_DO,trotsky,trotsky_DO,se.trotsky,se.trotsky_DO,1962,1962_DO,se.1962,se.1962_DO,led.zep,led.zep_DO,se.lep.zep,se.lep.zep_DO,beatles,beatles_DO,se.beatles,se.beatles_DO,alcapone,alcapone_DO,se.alcapone,se.alcapone_DO,bowie,bowie_DO,se.bowie.,se.bowie._DO,spain,spain_DO,se.spain,se.spain_DO,bombay,bombay_DO,se.bombay,se.bombay_DO,Q60_1,Q60_2,Q60_3,Q60_5,Q60_DO,Q58,Q58_DO,Q32,Q33,Q34,Q34_DO,Q35,Q35_DO,Q36,Q36_DO,Q38,FL_12_DO,FL_96_DO,Google_default_DO
2023-09-28 14:19:24,2023-09-28 14:29:00,0,76.110.214.115,100,575,1,2023-09-28 14:29:01,R_1g6mxJ93nCU9nKs,,,,,26.935,-80.1178,anonymous,EN,1,1,62850929d863bbcde0ef538b,5,3|4|2|1|5,7,4.47,2.17,4.9,1.37,3|5|1|2,"1,2",6|1|2|5|3|4,2,2|1,4,2|6|3|4|1|5|7,2,4|5|2|1|3,2,3|1|5|6|4|7|2,2,4|1|3|2|5,17,23|17|18|21|19|20|22,2,1|5|3|2|4,3,5|2|1|4|3,2,2|1|4|5|3,1,1|4|3|5|6|7|2,2,3|4|1|5|2,5,6|3|1|2|7|4|5,2,2|1|5|4|3,4,1|3|6|2|7|5|4,1,3|2|1|5|4,3,4|2|5|1|3,1,4|1|3|5|2,2,4|6|1|3|7|5|2,1,1|2|5|3|4,2,4|5|2|3|7|1|6,1,5|3|4|1|2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.67,4,4.4,1.73,5|1|2|3,"1,2,3",2|6|4|1|5|3,1973,4,5,4|2|3|1|5,1,4|2|3|1,1,2|3|1|5|6|4|7,I switched to google did not like bing,Bing_default,easyfirst,
2023-09-28 14:18:52,2023-09-28 14:29:07,0,24.192.224.180,100,615,1,2023-09-28 14:29:08,R_3LisyDgAkZUmNE3,,,,,27.7889,-82.7192,anonymous,EN,1,1,62d1228fcd446896ce7c9ec0,5,5|1|2|3|4,7,4.93,1.57,1,1,3|1|2|5,1,5|4|2|3|6|1,2,2|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3|4|6|2|7|5|1,2,1|5|4|2|3,4,2|1|7|6|5|4|3,1,3|4|1|2|5,3,4|5|2|1|3,1,1|3|2|5|4,6,1|5|7|2|4|3|6,1,2|1|5|3|4,2,3|7|1|2|6|4|5,1,4|3|2|5|1,4,1|2|7|4|6|5|3,1,2|4|1|3|5,2,2|5|7|3|6|4|1,1,5|4|1|3|2,17,21|23|19|17|20|18|22,1,3|1|4|2|5,3,1|3|5|2|4,1,4|3|1|2|5,1,4|1|5|3|2|7|6,1,3|2|4|1|5,4.9,2.63,2.5,2.53,2|5|3|1,1,6|3|4|2|5|1,1992,4,4,5|3|2|4|1,1,1|4|2|3,2,2|4|6|1|5|7|3,,Google_default,Block12.hardquestionsfirst,google_default
2023-09-28 14:15:52,2023-09-28 14:29:19,0,192.63.126.164,100,806,1,2023-09-28 14:29:19,R_3CIvKgKuuvBdWS2,,,,,31.7775,-106.4903,anonymous,EN,1,1,5a6fd0626923df0001ef977b,5,4|5|3|1|2,7,4.43,3.87,3.67,1.57,1|2|3|5,1,2|1|5|6|3|4,2,1|2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2|5|1|6|4|7|3,1,3|1|5|4|2,4,3|7|4|1|5|6|2,1,4|5|1|3|2,3,2|3|4|1|5,1,2|3|4|1|5,2,5|1|3|6|2|7|4,1,3|4|5|1|2,2,1|6|3|2|7|5|4,1,4|3|2|5|1,4,4|6|1|2|5|3|7,1,1|5|3|2|4,2,7|3|6|2|4|1|5,1,4|2|5|1|3,17,21|18|20|19|17|22|23,1,3|5|4|1|2,3,3|5|4|2|1,1,1|3|2|4|5,1,4|3|1|2|5|7|6,1,4|3|5|2|1,4.37,3.73,3.7,1.53,2|5|1|3,1,1|4|2|3|6|5,1987,4,3,3|4|5|2|1,3,1|2|3|4,7,7|3|1|6|5|2|4,,Google_default,Block12.hardquestionsfirst,google_default
2023-09-28 14:17:37,2023-09-28 14:29:19,0,76.97.23.117,100,701,1,2023-09-28 14:29:20,R_xbdC5lbflMuM31n,,,,,34.2497,-84.4894,anonymous,EN,0.800000011920929,1,5e45a700703c9408d2413f8d,5,5|1|3|2|4,7,4,3,4,2,2|3|1|5,"1,2",4|3|6|2|5|1,2,1|2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4|1|2|6|5|7|3,2,3|4|2|1|5,4,5|1|3|2|6|4|7,2,3|2|1|4|5,3,1|4|5|2|3,2,5|2|3|1|4,7,7|3|1|4|2|5|6,2,3|1|4|5|2,2,6|2|7|4|3|1|5,2,2|4|3|5|1,4,6|4|5|7|1|2|3,2,5|1|3|4|2,2,7|5|1|2|4|6|3,2,2|5|1|4|3,17,19|22|21|23|20|18|17,2,4|1|3|2|5,3,3|5|4|1|2,2,4|2|5|3|1,1,3|5|7|6|2|1|4,2,5|2|3|1|4,4.5,4,4,3,2|5|3|1,"1,2,3",5|6|4|1|2|3,1996,4,3,3|4|2|5|1,1,3|2|4|1,4,6|3|7|2|5|4|1,n/a,Bing_default,Block12.hardquestionsfirst,
2023-09-28 14:23:24,2023-09-28 14:29:22,0,70.228.76.115,100,358,1,2023-09-28 14:29:25,R_2Yy0PmMLMO4rVc1,,,,,37.2941,-121.8996,anonymous,EN,1,1,57d6dd8d6598aa000199188b,5,3|1|4|5|2,7,3.73,2.43,3.77,1.67,5|2|3|1,"1,2",5|6|1|2|4|3,2,2|1,4,5|2|6|4|1|7|3,1,4|5|3|2|1,2,7|3|5|1|4|6|2,1,3|5|1|4|2,17,17|23|22|18|21|19|20,1,5|1|4|3|2,3,4|5|1|3|2,1,1|4|2|5|3,1,2|7|1|3|5|6|4,1,2|1|3|4|5,5,6|2|7|4|1|3|5,1,2|5|4|3|1,4,6|7|1|3|2|5|4,"1,4",5|2|4|1|3,3,3|4|1|5|2,1,5|3|1|4|2,2,6|2|5|3|4|7|1,4,2|5|4|3|1,2,3|6|5|2|1|4|7,1,4|2|5|1|3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.23,2.33,4.57,1.07,5|1|3|2,"1,2",4|6|1|3|2|5,1989,4,3,2|3|5|1|4,2,2|3|1|4,4,5|4|3|2|1|6|7,"None, thank you.",Google_default,easyfirst,google_default
2023-09-28 14:22:07,2023-09-28 14:29:24,0,172.58.190.135,100,437,1,2023-09-28 14:29:25,R_3CJhhBJxNMNMuYl,,,,,38.894,-77.0365,anonymous,EN,1,1,63f803e51098e70b96b6d1f6,5,2|1|3|4|5,7,5,4,4,2.89,5|1|3|2,"1,3",1|4|2|6|5|3,2,1|2,4,7|2|5|6|1|3|4,1,5|3|2|4|1,2,3|5|6|1|7|2|4,1,1|5|4|3|2,17,20|18|21|23|19|17|22,1,2|5|1|4|3,3,1|5|2|4|3,1,2|3|5|1|4,1,3|7|1|6|5|2|4,1,4|5|3|2|1,5,1|6|4|2|3|5|7,1,1|3|2|4|5,4,2|5|7|4|1|3|6,1,3|2|1|5|4,3,5|4|2|1|3,1,3|5|4|2|1,4,7|5|1|2|4|6|3,1,5|4|3|1|2,2,5|1|2|6|4|7|3,1,1|4|3|2|5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,4,3,1|2|3|5,"1,3",4|1|5|3|6|2,1987,2,1,3|4|2|1|5,1,1|2|4|3,1,3|1|7|4|6|5|2,,Google_default,easyfirst,google_default
2023-09-28 14:09:04,2023-09-28 14:29:47,0,173.67.22.96,100,1242,1,2023-09-28 14:29:47,R_xDG1WoMrPajDBNn,,,,,38.918,-76.5361,anonymous,EN,0.8999999761581421,1,5a81fbb22a842c0001fc9cde,5,5|4|2|3|1,7,4,3.5,3.5,2.5,1|3|2|5,"1,3",4|6|3|2|1|5,2,2|1,4,4|2|5|6|3|1|7,1,2|4|3|5|1,1,1|5|4|3|7|2|6,1,1|4|5|3|2,17,22|23|17|18|19|21|20,1,3|5|2|4|1,3,2|4|5|1|3,1,4|5|2|1|3,1,7|6|2|4|5|3|1,1,2|4|5|1|3,5,4|5|7|6|2|3|1,1,2|3|4|1|5,4,6|3|7|5|4|2|1,5,4|3|5|2|1,3,1|3|2|5|4,5,2|5|3|4|1,2,4|5|7|6|2|1|3,5,2|1|4|3|5,2,3|1|5|4|6|2|7,1,3|1|2|5|4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3.5,3.5,2.5,1|5|2|3,"1,3",3|4|6|1|5|2,1968,4,3,1|5|2|4|3,1,2|3|1|4,2,6|7|1|3|4|2|5,i did not stick to the default Bing,Bing_default,easyfirst,
2023-09-28 14:21:18,2023-09-28 14:30:10,0,98.32.150.246,100,532,1,2023-09-28 14:30:11,R_21aiGvt8aSVQK25,,,,,41.8183,-87.6095,anonymous,EN,1,1,5fc3442312bc5917b8341963,5,5|1|3|4|2,7,4.67,4.54,4.44,4.34,1|5|3|2,1,1|2|6|3|5|4,2,1|2,4,7|6|1|5|4|2|3,2,1|2|5|3|4,2,3|2|7|6|4|1|5,2,4|5|1|3|2,17,17|19|23|20|18|21|22,2,2|4|1|3|5,3,2|4|3|5|1,2,4|1|5|2|3,1,3|2|7|5|1|6|4,2,4|3|2|5|1,5,1|7|5|6|3|4|2,2,3|5|4|2|1,4,6|2|7|3|5|4|1,2,2|5|3|4|1,3,1|2|4|5|3,2,5|1|4|3|2,6,6|4|3|5|2|7|1,2,2|1|4|5|3,2,5|4|2|1|6|7|3,2,3|4|1|2|5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.54,4.51,4.27,4.51,1|3|2|5,"1,3",5|6|4|3|1|2,1998,1,5,4|5|1|3|2,1,2|4|1|3,2,6|3|1|2|5|4|7,,Bing_default,easyfirst,
2023-09-28 14:14:53,2023-09-28 14:30:13,0,72.234.250.218,100,919,1,2023-09-28 14:30:14,R_2bNt5qnUWpPpIzw,,,,,21.4254,-157.8138,anonymous,EN,0.8999999761581421,1,5f6e50b66df91337616891fe,5,3|5|4|1|2,7,3.72,1.92,0.68,1.72,3|5|2|1,1,5|2|3|1|4|6,2,1|2,4,2|5|6|3|4|1|7,1,1|2|5|3|4,2,1|2|7|3|6|4|5,1,1|3|2|4|5,17,21|23|20|17|19|22|18,1,1|5|2|3|4,3,3|2|5|4|1,1,2|1|5|3|4,1,3|7|1|2|4|6|5,1,1|5|3|2|4,5,2|7|6|3|1|5|4,1,4|2|1|5|3,4,3|5|2|1|6|7|4,1,4|3|5|1|2,3,3|4|5|2|1,1,4|1|3|5|2,7,4|1|6|7|2|5|3,1,4|3|2|1|5,2,3|4|5|1|2|7|6,1,1|5|4|2|3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.65,0.55,0.75,0.72,3|5|2|1,1,6|4|1|3|5|2,1991,3,3,2|3|5|4|1,2,3|4|1|2,1,4|7|1|5|6|3|2,Only used google.,Google_default,easyfirst,google_default
2023-09-28 14:23:10,2023-09-28 14:30:19,0,73.229.116.143,100,428,1,2023-09-28 14:30:20,R_yQIL7HNeAEUpkit,,,,,39.732,-104.8633,anonymous,EN,1,1,62e2f07641ec065b97e4fcd3,5,2|1|4|5|3,7,4.2,3.67,1.73,3.6,5|2|1|3,"1,3,5",2|1|3|4|5|6,2,1|2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1|2|4|7|3|5|6,1,5|3|2|1|4,4,3|4|5|7|1|2|6,1,3|2|1|4|5,3,1|2|4|3|5,1,4|5|3|2|1,7,3|7|5|4|6|2|1,1,3|1|5|2|4,2,3|4|2|5|1|7|6,1,3|4|5|2|1,4,4|7|1|2|6|5|3,1,5|4|1|2|3,2,2|3|5|6|7|4|1,1,5|2|4|1|3,17,19|17|22|18|23|21|20,1,4|1|3|2|5,3,2|3|4|5|1,1,5|4|3|2|1,1,6|2|1|4|5|3|7,1,5|1|3|2|4,4.5,3.77,1.67,3.53,3|5|2|1,"1,3,5",5|6|3|2|1|4,1975,3,3,3|2|4|5|1,1,3|1|2|4,1,4|5|7|3|1|2|6,,Google_default,Block12.hardquestionsfirst,google_default
2023-09-28 14:11:56,2023-09-28 14:30:30,0,107.146.147.252,100,1113,1,2023-09-28 14:30:30,R_2B99sDFSrbUUNuj,,,,,33.4849,-86.8596,anonymous,EN,0.8999999761581421,1,612e1df9913c996adb2a42a6,5,1|3|4|5|2,7,4.53,1.47,2.6,1.67,1|2|5|3,1,2|3|6|5|4|1,2,1|2,4,3|5|2|1|7|4|6,1,5|2|4|1|3,2,1|2|3|6|5|7|4,1,1|5|3|4|2,17,17|20|18|23|19|22|21,2,5|2|3|4|1,3,3|5|2|4|1,1,2|5|4|1|3,1,3|2|7|1|4|5|6,1,5|1|3|4|2,5,7|2|1|3|4|5|6,1,2|5|1|4|3,7,1|2|4|5|6|3|7,2,2|5|1|4|3,3,3|4|5|2|1,1,2|5|4|3|1,5,2|4|7|1|3|6|5,2,2|3|1|5|4,2,1|5|6|4|7|2|3,1,2|3|4|1|5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.43,2.87,1.57,1.37,5|1|3|2,1,6|2|5|4|1|3,1965,2,5,4|1|2|3|5,2,4|2|3|1,2,2|6|3|1|4|7|5,,Bing_default,easyfirst,
2023-09-28 14:29:33,2023-09-28 14:30:35,0,71.87.77.170,100,62,1,2023-09-28 14:30:36,R_3qUvQt8D34jnHuI,,,,,45.8249,-88.066,anonymous,EN,0.8999999761581421,1,5ecaf0fa5c1f7f6599d959ff,5,3|2|1|4|5,7,4.57,3.4,4.37,3.2,2|3|5|1,"1,2,3",1|2|6|4|3|5,1,1|2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google_default,,google_default
2023-09-28 14:13:53,2023-09-28 14:30:56,0,174.166.215.230,100,1023,1,2023-09-28 14:30:57,R_1ePrhSq0ysd3APl,,,,,39.6659,-74.9658,anonymous,EN,1,1,63d2eec88a81e2462be70762,5,5|2|3|4|1,7,5,3,0,2,3|2|1|5,1,5|6|3|4|2|1,2,1|2,4,6|1|3|5|7|2|4,1,2|3|4|5|1,1,6|5|4|1|7|3|2,1,5|1|4|3|2,17,23|19|21|18|22|17|20,1,3|2|1|5|4,3,3|5|1|4|2,1,2|1|4|3|5,1,3|7|6|5|2|1|4,1,4|2|5|3|1,5,4|5|1|2|7|3|6,1,4|2|1|5|3,4,3|1|4|2|6|7|5,1,4|3|1|5|2,3,5|2|4|3|1,1,1|4|2|5|3,2,4|6|3|2|7|5|1,1,1|2|3|5|4,2,5|3|6|1|7|4|2,1,5|2|3|4|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,0,2,2|1|5|3,1,5|2|1|3|4|6,1992,4,5,3|1|5|4|2,1,2|4|1|3,2,5|7|6|2|3|1|4,,Google_default,easyfirst,google_default
2023-09-28 14:25:33,2023-09-28 14:31:08,0,76.109.118.253,100,334,1,2023-09-28 14:31:09,R_tLEhZGA4EvmFArL,,,,,26.0162,-80.1955,anonymous,EN,1,1,5d4b265b72db9d0015e8aac6,5,1|5|4|2|3,7,4.58,3.61,3.94,2.58,5|2|1|3,"1,2,5",5|6|3|2|4|1,2,2|1,4,4|7|1|6|2|5|3,1,5|4|3|1|2,2,3|4|6|1|2|5|7,1,1|5|3|4|2,17,18|19|20|23|21|22|17,1,2|5|1|3|4,3,5|4|3|1|2,1,4|3|2|1|5,1,7|5|1|3|2|4|6,1,5|2|1|4|3,5,6|5|3|7|4|1|2,1,2|5|1|4|3,4,3|2|4|1|7|6|5,1,3|1|4|2|5,3,3|2|5|4|1,1,3|1|5|2|4,2,5|6|7|2|4|3|1,1,3|4|2|1|5,2,5|1|6|2|3|7|4,1,3|5|2|1|4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.52,3.52,3.89,2.62,2|5|3|1,"1,2,3,5",4|3|1|6|2|5,1992,4,4,2|5|1|3|4,1,2|4|3|1,1,1|4|3|7|5|2|6,,Bing_default,easyfirst,
2023-09-28 14:18:17,2023-09-28 14:31:12,0,68.119.130.216,100,775,1,2023-09-28 14:31:13,R_1MKVjET0vcu69hX,,,,,34.1441,-117.5805,anonymous,EN,0.8999999761581421,1,62827896d034545333f4610c,5,2|5|1|3|4,7,4.57,2.57,3.53,3,5|1|2|3,1,2|6|5|1|3|4,2,1|2,4,6|7|3|2|1|5|4,1,3|1|4|5|2,2,5|7|2|1|4|3|6,1,1|5|2|4|3,17,18|22|20|21|23|19|17,1,1|5|3|2|4,3,3|1|5|2|4,1,5|4|1|2|3,1,1|4|2|7|6|5|3,1,3|2|1|5|4,5,3|4|7|5|1|6|2,1,1|4|5|3|2,4,7|3|5|2|4|1|6,1,4|3|5|1|2,3,5|4|2|1|3,1,1|3|5|2|4,7,5|1|4|2|6|3|7,1,4|1|3|5|2,2,5|6|4|1|3|7|2,1,2|3|5|4|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.53,2.5,3.8,2.77,1|2|5|3,1,2|5|3|1|6|4,1966,3,4,5|1|4|3|2,2,4|1|3|2,6,2|7|3|1|6|4|5,No,Google_default,easyfirst,google_default
2023-09-28 14:17:10,2023-09-28 14:31:16,0,75.97.69.230,100,845,1,2023-09-28 14:31:17,R_XzcxFu1PFFowp8d,,,,,41.0331,-75.1702,anonymous,EN,1,1,5cd3d5760b858f0016ccd823,5,5|1|4|2|3,7,3.50,3,1,2,2|3|1|5,1,4|2|3|5|1|6,2,1|2,4,2|1|6|3|5|7|4,1,1|2|4|3|5,2,7|4|1|5|3|6|2,1,2|3|4|5|1,17,20|18|17|22|23|21|19,1,1|2|3|5|4,3,5|3|2|4|1,1,2|3|1|4|5,7,2|5|1|6|3|4|7,1,3|1|5|4|2,5,3|5|1|6|7|2|4,1,2|5|4|1|3,4,7|1|5|2|4|3|6,1,5|3|1|2|4,3,1|2|4|5|3,1,1|5|3|4|2,2,5|1|4|6|7|2|3,1,3|1|5|2|4,2,6|7|5|3|4|2|1,1,3|5|1|4|2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,1,2,5|2|1|3,1,4|1|2|6|5|3,1991,3,5,5|2|1|3|4,2,2|1|4|3,1,2|3|6|4|5|7|1,The site opened to google and I saw no reason to switch to something I don't use even if the results weren't the greatest.,Google_default,easyfirst,google_default
2023-09-28 14:22:34,2023-09-28 14:31:28,0,76.101.170.121,100,533,1,2023-09-28 14:31:28,R_XtcpDkEHH0jpavL,,,,,26.5824,-81.832,anonymous,EN,1,1,5dd438b65a40f24302c09c2d,5,1|5|4|3|2,7,3.7,4.6,2.6,2.53,2|3|5|1,"1,3,5",6|5|4|1|3|2,2,2|1,4,6|7|3|1|2|5|4,2,2|1|4|5|3,2,5|2|6|1|4|7|3,2,4|2|1|5|3,17,17|18|21|23|22|19|20,2,5|2|4|3|1,3,5|4|2|1|3,1,1|2|5|4|3,1,5|7|4|1|2|6|3,1,1|3|4|2|5,5,4|1|2|6|7|5|3,1,5|1|4|2|3,4,3|2|6|4|5|1|7,1,1|3|5|4|2,3,1|2|3|4|5,2,5|2|3|4|1,2,3|2|4|6|7|1|5,2,4|2|1|5|3,2,2|7|3|6|4|1|5,2,1|3|4|2|5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,4.83,3.4,3.47,5|2|3|1,"1,3,5",1|2|4|3|6|5,1966,4,2,3|5|2|1|4,1,4|3|2|1,1,1|7|3|2|5|4|6,,Bing_default,easyfirst,
2023-09-28 14:17:23,2023-09-28 14:31:37,0,71.79.144.100,100,854,1,2023-09-28 14:31:38,R_3ISm1twreaq3K8G,,,,,41.7059,-81.1997,anonymous,EN,1,1,638f9c5080682fc265d5bf16,5,1|5|4|3|2,7,5,5,5,5,5|3|1|2,"1,3",5|6|4|1|2|3,2,1|2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4|5|6|2|1|7|3,1,2|5|1|3|4,2,2|6|5|7|1|4|3,1,4|1|3|5|2,3,3|1|5|2|4,1,3|2|5|1|4,5,6|4|2|1|3|5|7,1,4|1|2|3|5,2,1|7|3|4|2|6|5,1,4|3|5|2|1,4,3|5|2|7|1|4|6,1,4|3|2|5|1,2,4|3|5|2|7|1|6,1,1|3|4|2|5,17,21|20|23|22|17|18|19,5,2|3|1|5|4,3,5|4|1|3|2,1,1|5|3|2|4,1,5|1|4|3|7|6|2,1,4|3|2|5|1,5,5,5,5,2|5|3|1,"1,3",4|6|2|1|5|3,1958,5,2,1|4|3|2|5,2,1|2|4|3,1,2|1|7|4|5|3|6,,Google_default,Block12.hardquestionsfirst,google_default
2023-09-28 14:22:13,2023-09-28 14:31:44,0,173.79.188.182,100,571,1,2023-09-28 14:31:45,R_1irh8i2w4LFZJ1T,,,,,38.8208,-77.4563,anonymous,EN,0.8999999761581421,1,63bc6b49a80cc5496df4c897,5,4|5|3|1|2,7,4.55,3.52,1.52,1.72,3|5|1|2,"1,3",2|4|1|5|3|6,2,1|2,4,3|1|5|2|4|6|7,2,1|5|3|2|4,1,7|3|5|4|6|1|2,2,4|2|1|5|3,17,20|23|21|22|18|19|17,2,2|1|3|4|5,3,1|4|5|2|3,2,2|4|5|1|3,1,3|7|4|1|6|2|5,2,5|1|2|4|3,5,7|4|3|5|2|6|1,2,2|3|5|4|1,4,3|5|7|1|4|2|6,1,4|1|5|3|2,3,1|2|5|3|4,2,5|3|2|4|1,7,3|7|5|4|6|2|1,1,5|4|2|1|3,2,4|5|3|7|1|2|6,2,3|4|2|1|5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.48,3.32,1.62,2.48,2|5|3|1,"1,3",5|6|4|3|2|1,1981,4,5,5|3|4|1|2,1,3|4|1|2,1,4|2|7|1|6|5|3,n/a,Bing_default,easyfirst,
2023-09-28 14:26:31,2023-09-28 14:31:52,0,73.135.254.94,100,320,1,2023-09-28 14:31:52,R_Uhi5uZIAE7MEeCR,,,,,39.303,-76.6062,anonymous,EN,1,1,5678ea0289319e00116519c3,5,1|4|2|5|3,7,5,2.63,4.37,1.57,1|3|5|2,"1,3",4|5|1|3|2|6,2,1|2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6|7|2|3|1|4|5,1,2|3|4|5|1,4,5|6|4|1|7|2|3,1,5|4|3|2|1,3,2|4|5|1|3,1,5|1|2|4|3,2,4|6|5|1|7|3|2,1,3|1|4|2|5,2,5|1|6|4|7|3|2,1,1|2|4|3|5,4,7|2|6|1|3|4|5,1,1|4|3|2|5,2,7|3|2|6|4|1|5,1,5|3|2|1|4,17,21|17|23|18|22|20|19,1,1|5|2|4|3,3,4|2|1|5|3,1,3|4|1|2|5,1,1|3|5|7|2|6|4,1,5|2|3|4|1,5,2.3,4.03,1.77,1|5|3|2,"1,3",3|5|2|1|4|6,2000,4,4,2|1|3|4|5,1,4|3|1|2,4,2|7|5|1|3|4|6,I am a Google loyalist.,Bing_default,Block12.hardquestionsfirst,
2023-09-28 14:21:35,2023-09-28 14:31:54,0,136.54.127.22,100,618,1,2023-09-28 14:31:54,R_1dc2k5e0VS6UOmw,,,,,35.961,-78.9291,anonymous,EN,1,1,6509ebb56ac53133155509ce,5,4|1|3|5|2,7,4,4,3,3,5|2|3|1,"1,3",2|3|5|6|1|4,2,1|2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4|1|7|3|6|5|2,2,2|5|3|4|1,4,7|4|3|6|2|1|5,2,2|5|4|3|1,3,4|2|1|5|3,"1,2",4|1|5|3|2,2,3|6|5|7|1|4|2,1,4|5|3|2|1,2,1|3|2|6|7|5|4,1,3|1|5|4|2,4,4|3|1|6|2|7|5,1,4|2|1|5|3,1,6|5|2|4|3|1|7,"1,2",2|1|5|4|3,17,22|18|21|23|17|19|20,2,3|2|1|5|4,3,5|3|4|1|2,"1,2",5|1|2|3|4,1,2|4|5|1|7|6|3,1,3|1|2|5|4,4,4,3,3,1|5|3|2,"1,3",6|3|2|1|5|4,1966,4,3,4|1|2|3|5,1,4|3|2|1,1,6|3|7|5|4|2|1,I used Bing until I either didn't trust the result or didn't get an answer to the actual query. At that point I used Google to double check.,Bing_default,Block12.hardquestionsfirst,
2023-09-28 14:30:01,2023-09-28 14:31:55,0,69.207.173.1,100,113,1,2023-09-28 14:31:56,R_AgSD9kCz5BSXGxP,,,,,42.986,-77.4139,anonymous,EN,1,1,590f901cdcc7b30001eed302,5,3|2|5|4|1,7,3.82,1.75,5,1.72,3|1|5|2,"1,2",4|2|3|5|1|6,1,2|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google_default,,google_default
2023-09-28 14:21:18,2023-09-28 14:31:59,0,67.255.242.72,100,641,1,2023-09-28 14:32:00,R_p9Qlzh3I1DLsr2F,,,,,42.963,-72.2929,anonymous,EN,1,1,629e1dcac03690dc02e2859c,5,5|1|4|3|2,7,5,3,5,2,1|3|5|2,1,3|6|5|1|4|2,2,1|2,4,3|4|5|1|6|7|2,2,5|3|4|1|2,6,4|1|7|6|3|5|2,2,4|3|2|5|1,17,20|17|23|19|18|22|21,2,2|3|5|1|4,3,1|4|2|5|3,2,5|3|4|1|2,1,4|6|7|5|3|2|1,2,3|5|1|2|4,3,1|4|3|7|5|2|6,2,2|3|1|4|5,6,3|6|1|7|5|4|2,2,4|3|1|2|5,3,2|1|5|3|4,2,5|4|3|2|1,4,4|1|6|3|2|5|7,2,1|3|5|2|4,2,2|6|7|4|5|3|1,2,1|3|5|4|2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.87,3.93,3.97,1.57,2|1|5|3,"1,3",3|5|4|1|6|2,1993,5,3,3|4|2|5|1,1,1|4|2|3,1,2|5|6|3|4|1|7,No,Bing_default,easyfirst,
